Id;Datum;Zeit;IL1;UL1
1313;15.09.2020;09:25:00.000;18.129;187.737
1314;15.09.2020;09:25:01.000;18.388;187.646
1315;15.09.2020;09:25:02.000;18.563;187.603
1316;15.09.2020;09:25:03.000;18.495;187.694
1317;15.09.2020;09:25:04.000;18.521;187.718
1318;15.09.2020;09:25:05.000;18.072;187.780
1319;15.09.2020;09:25:06.000;18.236;187.742
1320;15.09.2020;09:25:07.000;18.178;187.675
1321;15.09.2020;09:25:08.000;18.196;187.716
1322;15.09.2020;09:25:09.000;18.179;187.720
1323;15.09.2020;09:25:10.000;18.207;187.689
1324;15.09.2020;09:25:11.000;18.263;187.671
1325;15.09.2020;09:25:12.000;18.308;187.654
1326;15.09.2020;09:25:13.000;18.343;187.719
1327;15.09.2020;09:25:14.000;18.329;187.795
1328;15.09.2020;09:25:15.000;18.889;183.443
1329;15.09.2020;09:25:16.000;18.400;184.540
1330;15.09.2020;09:25:17.000;18.450;184.529
1331;15.09.2020;09:25:18.000;18.214;184.626
1332;15.09.2020;09:25:19.000;18.073;184.665
1333;15.09.2020;09:25:20.000;18.162;184.634
1334;15.09.2020;09:25:21.000;18.258;184.622
1335;15.09.2020;09:25:22.000;18.195;184.602
1336;15.09.2020;09:25:23.000;18.285;184.629
1337;15.09.2020;09:25:24.000;18.424;184.638
1338;15.09.2020;09:25:25.000;18.565;184.561
1339;15.09.2020;09:25:26.000;18.238;184.562
1340;15.09.2020;09:25:27.000;18.012;184.557
1341;15.09.2020;09:25:28.000;18.155;184.585
1342;15.09.2020;09:25:29.000;18.247;184.582
1343;15.09.2020;09:25:30.000;18.194;184.569
1344;15.09.2020;09:25:31.000;18.129;184.606
1345;15.09.2020;09:25:32.000;18.060;184.630
1346;15.09.2020;09:25:33.000;18.235;184.662
1347;15.09.2020;09:25:34.000;18.188;184.716
1348;15.09.2020;09:25:35.000;18.268;184.703
1349;15.09.2020;09:25:36.000;18.171;184.679
1350;15.09.2020;09:25:37.000;18.253;184.583
1351;15.09.2020;09:25:38.000;18.421;184.613
1352;15.09.2020;09:25:39.000;18.376;184.652
1353;15.09.2020;09:25:40.000;18.403;184.599
1354;15.09.2020;09:25:41.000;18.244;184.560
1355;15.09.2020;09:25:42.000;18.336;184.561
1356;15.09.2020;09:25:43.000;18.341;184.634
1357;15.09.2020;09:25:44.000;18.322;184.707
1358;15.09.2020;09:25:45.000;18.175;184.744
1359;15.09.2020;09:25:46.000;17.965;184.672
1360;15.09.2020;09:25:47.000;18.099;184.609
1361;15.09.2020;09:25:48.000;18.074;184.625
1362;15.09.2020;09:25:49.000;18.022;184.669
1363;15.09.2020;09:25:50.000;18.064;184.591
1364;15.09.2020;09:25:51.000;18.091;184.539
1365;15.09.2020;09:25:52.000;18.180;184.538
1366;15.09.2020;09:25:53.000;18.021;184.612
1367;15.09.2020;09:25:54.000;18.004;184.645
1368;15.09.2020;09:25:55.000;18.053;184.638
1369;15.09.2020;09:25:56.000;17.960;184.656
1370;15.09.2020;09:25:57.000;17.537;184.644
1371;15.09.2020;09:25:58.000;16.462;184.722
1372;15.09.2020;09:25:59.000;15.877;184.804
1373;15.09.2020;09:26:00.000;12.538;184.962
1374;15.09.2020;09:26:01.000;9.120;185.108
1375;15.09.2020;09:26:02.000;9.125;185.122
1376;15.09.2020;09:26:03.000;9.140;185.133
1377;15.09.2020;09:26:04.000;9.145;185.187
1378;15.09.2020;09:26:05.000;9.138;185.174
1379;15.09.2020;09:26:06.000;9.165;185.137
1380;15.09.2020;09:26:07.000;9.291;185.090
1381;15.09.2020;09:26:08.000;9.214;185.103
1382;15.09.2020;09:26:09.000;9.162;185.130
1383;15.09.2020;09:26:10.000;10.439;185.055
1384;15.09.2020;09:26:11.000;15.600;184.784
1385;15.09.2020;09:26:12.000;18.208;184.633
1386;15.09.2020;09:26:13.000;18.078;184.683
1387;15.09.2020;09:26:14.000;18.013;184.689
1388;15.09.2020;09:26:15.000;18.073;184.611
1389;15.09.2020;09:26:16.000;18.005;184.557
1390;15.09.2020;09:26:17.000;18.099;184.478
1391;15.09.2020;09:26:18.000;17.968;184.508
1392;15.09.2020;09:26:19.000;18.028;184.479
1393;15.09.2020;09:26:20.000;18.073;184.473
1394;15.09.2020;09:26:21.000;18.021;184.484
1395;15.09.2020;09:26:22.000;18.442;184.473
1396;15.09.2020;09:26:23.000;19.437;184.452
1397;15.09.2020;09:26:24.000;18.481;184.513
1398;15.09.2020;09:26:25.000;18.067;184.496
1399;15.09.2020;09:26:26.000;16.476;184.527
1400;15.09.2020;09:26:27.000;16.629;184.491
1401;15.09.2020;09:26:28.000;14.253;184.678
1402;15.09.2020;09:26:29.000;10.957;184.910
1403;15.09.2020;09:26:30.000;3.205;185.280
1404;15.09.2020;09:26:31.000;1.470;185.325
1405;15.09.2020;09:26:32.000;1.475;185.303
1406;15.09.2020;09:26:33.000;1.487;185.349
1407;15.09.2020;09:26:34.000;1.472;185.340
1408;15.09.2020;09:26:35.000;1.473;185.261
1409;15.09.2020;09:26:36.000;1.472;185.268
1410;15.09.2020;09:26:37.000;1.478;185.284
1411;15.09.2020;09:26:38.000;1.486;185.316
1412;15.09.2020;09:26:39.000;1.479;185.407
1413;15.09.2020;09:26:40.000;1.471;185.415
1414;15.09.2020;09:26:41.000;1.470;185.361
1415;15.09.2020;09:26:42.000;1.479;185.332
1416;15.09.2020;09:26:43.000;1.479;185.368
1417;15.09.2020;09:26:44.000;1.474;185.485
1418;15.09.2020;09:26:45.000;1.475;185.470
1419;15.09.2020;09:26:46.000;1.477;185.446
1420;15.09.2020;09:26:47.000;1.482;185.474
1421;15.09.2020;09:26:48.000;1.477;185.541
1422;15.09.2020;09:26:49.000;1.468;185.580
1423;15.09.2020;09:26:50.000;1.479;185.562
1424;15.09.2020;09:26:51.000;1.475;185.561
1425;15.09.2020;09:26:52.000;1.471;185.541
1426;15.09.2020;09:26:53.000;1.939;188.594
1427;15.09.2020;09:26:54.000;1.460;188.912
1428;15.09.2020;09:26:55.000;1.461;188.890
1429;15.09.2020;09:26:56.000;1.456;188.871
1430;15.09.2020;09:26:57.000;1.458;188.850
1431;15.09.2020;09:26:58.000;1.459;188.889
1432;15.09.2020;09:26:59.000;1.455;188.868
1433;15.09.2020;09:27:00.000;1.455;188.810
1434;15.09.2020;09:27:01.000;1.452;188.722
1435;15.09.2020;09:27:02.000;1.454;188.663
1436;15.09.2020;09:27:03.000;1.458;188.725
1437;15.09.2020;09:27:04.000;1.461;188.788
1438;15.09.2020;09:27:05.000;1.452;188.724
1439;15.09.2020;09:27:06.000;1.454;188.680
1440;15.09.2020;09:27:07.000;1.454;188.678
1441;15.09.2020;09:27:08.000;1.011;188.759
1442;15.09.2020;09:27:09.000;0.025;188.804
1443;15.09.2020;09:27:10.000;0.025;188.798
1444;15.09.2020;09:27:11.000;0.025;188.728
1445;15.09.2020;09:27:12.000;0.025;188.713
1446;15.09.2020;09:27:13.000;0.025;188.733
1447;15.09.2020;09:27:14.000;0.025;188.695
1448;15.09.2020;09:27:15.000;0.026;188.658
1449;15.09.2020;09:27:16.000;0.026;188.694
1450;15.09.2020;09:27:17.000;0.025;188.697
1451;15.09.2020;09:27:18.000;0.025;188.822
1452;15.09.2020;09:27:19.000;0.026;188.857
1453;15.09.2020;09:27:20.000;0.025;188.867
1454;15.09.2020;09:27:21.000;0.025;188.837
1455;15.09.2020;09:27:22.000;0.025;188.826
1456;15.09.2020;09:27:23.000;0.025;188.863
1457;15.09.2020;09:27:24.000;0.025;188.883
1458;15.09.2020;09:27:25.000;0.025;188.854
1459;15.09.2020;09:27:26.000;0.025;188.783
1460;15.09.2020;09:27:27.000;0.025;188.738
1461;15.09.2020;09:27:28.000;0.025;188.773
1462;15.09.2020;09:27:29.000;0.026;188.756
1463;15.09.2020;09:27:30.000;0.025;188.727
1464;15.09.2020;09:27:31.000;0.025;188.673
1465;15.09.2020;09:27:32.000;0.025;188.639
1466;15.09.2020;09:27:33.000;0.025;188.645
1467;15.09.2020;09:27:34.000;0.025;188.638
1468;15.09.2020;09:27:35.000;0.025;188.582
1469;15.09.2020;09:27:36.000;0.025;188.544
1470;15.09.2020;09:27:37.000;0.025;188.547
1471;15.09.2020;09:27:38.000;0.025;188.626
1472;15.09.2020;09:27:39.000;0.025;188.680
1473;15.09.2020;09:27:40.000;0.025;188.703
1474;15.09.2020;09:27:41.000;0.025;188.669
1475;15.09.2020;09:27:42.000;0.025;188.593
1476;15.09.2020;09:27:43.000;0.025;188.604
1477;15.09.2020;09:27:44.000;0.025;188.611
1478;15.09.2020;09:27:45.000;0.025;188.544
1479;15.09.2020;09:27:46.000;0.025;188.401
1480;15.09.2020;09:27:47.000;0.025;188.373
1481;15.09.2020;09:27:48.000;0.025;188.401
1482;15.09.2020;09:27:49.000;0.025;188.432
1483;15.09.2020;09:27:50.000;0.026;188.427
1484;15.09.2020;09:27:51.000;0.025;188.158
1485;15.09.2020;09:27:52.000;0.025;187.887
1486;15.09.2020;09:27:53.000;0.025;188.096
1487;15.09.2020;09:27:54.000;0.025;188.094
1488;15.09.2020;09:27:55.000;0.025;188.053
1489;15.09.2020;09:27:56.000;0.025;188.010
1490;15.09.2020;09:27:57.000;0.026;187.982
1491;15.09.2020;09:27:58.000;0.025;188.049
1492;15.09.2020;09:27:59.000;0.026;188.058
1493;15.09.2020;09:28:00.000;0.025;188.002
1494;15.09.2020;09:28:01.000;0.025;187.880
1495;15.09.2020;09:28:02.000;0.025;187.830
1496;15.09.2020;09:28:03.000;0.025;187.891
1497;15.09.2020;09:28:04.000;0.025;187.920
1498;15.09.2020;09:28:05.000;0.025;187.894
1499;15.09.2020;09:28:06.000;0.026;187.847
1500;15.09.2020;09:28:07.000;0.026;187.849
1501;15.09.2020;09:28:08.000;0.026;187.861
1502;15.09.2020;09:28:09.000;0.025;187.837
1503;15.09.2020;09:28:10.000;0.025;187.817
1504;15.09.2020;09:28:11.000;0.025;187.792
1505;15.09.2020;09:28:12.000;0.026;187.766
1506;15.09.2020;09:28:13.000;0.025;187.886
1507;15.09.2020;09:28:14.000;0.025;187.971
1508;15.09.2020;09:28:15.000;0.025;187.951
1509;15.09.2020;09:28:16.000;0.025;187.969
1510;15.09.2020;09:28:17.000;0.025;188.005
1511;15.09.2020;09:28:18.000;0.026;188.052
1512;15.09.2020;09:28:19.000;0.025;188.063
1513;15.09.2020;09:28:20.000;0.025;188.038
1514;15.09.2020;09:28:21.000;0.025;188.017
1515;15.09.2020;09:28:22.000;0.025;188.050
1516;15.09.2020;09:28:23.000;0.025;188.075
1517;15.09.2020;09:28:24.000;0.025;188.107
1518;15.09.2020;09:28:25.000;0.025;188.108
1519;15.09.2020;09:28:26.000;0.025;188.119
1520;15.09.2020;09:28:27.000;0.025;188.102
1521;15.09.2020;09:28:28.000;0.025;188.153
1522;15.09.2020;09:28:29.000;0.025;188.226
1523;15.09.2020;09:28:30.000;0.026;188.282
1524;15.09.2020;09:28:31.000;0.025;188.254
1525;15.09.2020;09:28:32.000;0.025;188.213
1526;15.09.2020;09:28:33.000;0.025;188.228
1527;15.09.2020;09:28:34.000;0.026;188.260
1528;15.09.2020;09:28:35.000;0.025;188.231
1529;15.09.2020;09:28:36.000;0.025;188.271
1530;15.09.2020;09:28:37.000;0.025;188.262
1531;15.09.2020;09:28:38.000;0.025;188.301
1532;15.09.2020;09:28:39.000;0.025;188.337
1533;15.09.2020;09:28:40.000;0.025;188.296
1534;15.09.2020;09:28:41.000;0.026;188.247
1535;15.09.2020;09:28:42.000;0.026;188.194
1536;15.09.2020;09:28:43.000;0.025;188.249
1537;15.09.2020;09:28:44.000;0.026;188.240
1538;15.09.2020;09:28:45.000;0.025;188.228
1539;15.09.2020;09:28:46.000;0.025;188.208
1540;15.09.2020;09:28:47.000;0.025;188.159
1541;15.09.2020;09:28:48.000;0.025;188.229
1542;15.09.2020;09:28:49.000;0.025;188.287
1543;15.09.2020;09:28:50.000;0.025;188.297
1544;15.09.2020;09:28:51.000;0.025;188.279
1545;15.09.2020;09:28:52.000;0.025;188.282
1546;15.09.2020;09:28:53.000;0.025;188.351
1547;15.09.2020;09:28:54.000;0.025;188.362
1548;15.09.2020;09:28:55.000;0.025;188.353
1549;15.09.2020;09:28:56.000;0.026;188.310
1550;15.09.2020;09:28:57.000;0.026;188.328
1551;15.09.2020;09:28:58.000;0.025;188.388
1552;15.09.2020;09:28:59.000;0.026;188.410
1553;15.09.2020;09:29:00.000;0.025;188.395
1554;15.09.2020;09:29:01.000;0.025;188.350
1555;15.09.2020;09:29:02.000;0.025;188.304
1556;15.09.2020;09:29:03.000;0.025;188.360
1557;15.09.2020;09:29:04.000;0.026;188.445
1558;15.09.2020;09:29:05.000;0.025;188.419
1559;15.09.2020;09:29:06.000;0.025;188.351
1560;15.09.2020;09:29:07.000;0.025;188.355
1561;15.09.2020;09:29:08.000;0.025;188.378
1562;15.09.2020;09:29:09.000;0.025;188.391
1563;15.09.2020;09:29:10.000;0.025;188.393
1564;15.09.2020;09:29:11.000;0.025;188.345
1565;15.09.2020;09:29:12.000;0.025;188.235
1566;15.09.2020;09:29:13.000;0.025;188.253
1567;15.09.2020;09:29:14.000;0.025;188.267
1568;15.09.2020;09:29:15.000;0.025;188.307
1569;15.09.2020;09:29:16.000;0.025;188.274
1570;15.09.2020;09:29:17.000;0.025;188.257
1571;15.09.2020;09:29:18.000;0.025;188.282
1572;15.09.2020;09:29:19.000;0.025;188.358
1573;15.09.2020;09:29:20.000;0.025;188.349
1574;15.09.2020;09:29:21.000;0.025;188.270
1575;15.09.2020;09:29:22.000;0.025;188.274
1576;15.09.2020;09:29:23.000;0.025;188.320
1577;15.09.2020;09:29:24.000;0.025;188.353
1578;15.09.2020;09:29:25.000;0.026;188.342
1579;15.09.2020;09:29:26.000;0.025;188.262
1580;15.09.2020;09:29:27.000;0.025;188.250
1581;15.09.2020;09:29:28.000;0.025;188.293
1582;15.09.2020;09:29:29.000;0.025;188.296
1583;15.09.2020;09:29:30.000;0.025;188.251
1584;15.09.2020;09:29:31.000;0.025;188.184
1585;15.09.2020;09:29:32.000;0.026;188.171
1586;15.09.2020;09:29:33.000;0.025;188.201
1587;15.09.2020;09:29:34.000;0.025;188.244
1588;15.09.2020;09:29:35.000;0.025;188.201
1589;15.09.2020;09:29:36.000;0.025;188.147
1590;15.09.2020;09:29:37.000;0.025;188.069
1591;15.09.2020;09:29:38.000;0.025;188.085
1592;15.09.2020;09:29:39.000;0.025;188.116
1593;15.09.2020;09:29:40.000;0.025;188.107
1594;15.09.2020;09:29:41.000;0.025;188.049
1595;15.09.2020;09:29:42.000;0.025;188.059
1596;15.09.2020;09:29:43.000;0.025;188.135
1597;15.09.2020;09:29:44.000;0.025;188.153
1598;15.09.2020;09:29:45.000;0.025;188.130
1599;15.09.2020;09:29:46.000;0.025;188.143
1600;15.09.2020;09:29:47.000;0.025;188.062
1601;15.09.2020;09:29:48.000;0.025;188.084
1602;15.09.2020;09:29:49.000;0.025;188.126
1603;15.09.2020;09:29:50.000;0.025;188.124
1604;15.09.2020;09:29:51.000;0.025;188.089
1605;15.09.2020;09:29:52.000;0.025;188.093
1606;15.09.2020;09:29:53.000;0.026;188.132
1607;15.09.2020;09:29:54.000;0.025;188.114
1608;15.09.2020;09:29:55.000;0.025;188.087
1609;15.09.2020;09:29:56.000;0.025;188.033
1610;15.09.2020;09:29:57.000;0.025;187.932
1611;15.09.2020;09:29:58.000;0.025;187.963
1612;15.09.2020;09:29:59.000;0.026;187.977
1613;15.09.2020;09:30:00.000;0.025;187.994
1614;15.09.2020;09:30:01.000;0.025;187.971
1615;15.09.2020;09:30:02.000;0.026;187.922
1616;15.09.2020;09:30:03.000;0.025;187.921
1617;15.09.2020;09:30:04.000;0.025;187.944
1618;15.09.2020;09:30:05.000;0.025;187.900
1619;15.09.2020;09:30:06.000;0.025;187.848
1620;15.09.2020;09:30:07.000;0.025;187.854
1621;15.09.2020;09:30:08.000;0.026;187.896
1622;15.09.2020;09:30:09.000;0.025;187.960
1623;15.09.2020;09:30:10.000;0.025;187.984
1624;15.09.2020;09:30:11.000;0.025;187.966
1625;15.09.2020;09:30:12.000;0.025;187.966
1626;15.09.2020;09:30:13.000;0.025;188.040
1627;15.09.2020;09:30:14.000;0.026;188.110
1628;15.09.2020;09:30:15.000;0.026;188.083
1629;15.09.2020;09:30:16.000;43.780;187.676
1630;15.09.2020;09:30:17.000;1.669;188.051
1631;15.09.2020;09:30:18.000;6.590;187.989
1632;15.09.2020;09:30:19.000;6.421;187.976
1633;15.09.2020;09:30:20.000;6.413;187.984
1634;15.09.2020;09:30:21.000;6.409;187.968
1635;15.09.2020;09:30:22.000;6.388;187.986
1636;15.09.2020;09:30:23.000;6.395;188.069
1637;15.09.2020;09:30:24.000;6.394;188.064
1638;15.09.2020;09:30:25.000;6.388;188.053
1639;15.09.2020;09:30:26.000;6.340;188.039
1640;15.09.2020;09:30:27.000;6.388;188.021
1641;15.09.2020;09:30:28.000;6.341;188.080
1642;15.09.2020;09:30:29.000;6.369;188.115
1643;15.09.2020;09:30:30.000;6.335;188.125
1644;15.09.2020;09:30:31.000;6.337;188.107
1645;15.09.2020;09:30:32.000;6.380;188.048
1646;15.09.2020;09:30:33.000;6.353;188.084
1647;15.09.2020;09:30:34.000;6.344;188.088
1648;15.09.2020;09:30:35.000;6.369;188.076
1649;15.09.2020;09:30:36.000;6.310;188.052
1650;15.09.2020;09:30:37.000;6.383;188.064
1651;15.09.2020;09:30:38.000;6.313;188.163
1652;15.09.2020;09:30:39.000;6.300;188.215
1653;15.09.2020;09:30:40.000;6.353;188.199
1654;15.09.2020;09:30:41.000;6.358;188.125
1655;15.09.2020;09:30:42.000;6.336;188.133
1656;15.09.2020;09:30:43.000;6.352;188.189
1657;15.09.2020;09:30:44.000;6.336;188.204
1658;15.09.2020;09:30:45.000;10.013;188.037
1659;15.09.2020;09:30:46.000;12.545;187.887
1660;15.09.2020;09:30:47.000;16.728;187.645
1661;15.09.2020;09:30:48.000;18.495;187.539
1662;15.09.2020;09:30:49.000;18.026;187.592
1663;15.09.2020;09:30:50.000;18.059;187.612
1664;15.09.2020;09:30:51.000;18.109;187.549
1665;15.09.2020;09:30:52.000;18.106;187.531
1666;15.09.2020;09:30:53.000;18.024;187.637
1667;15.09.2020;09:30:54.000;18.153;187.642
1668;15.09.2020;09:30:55.000;18.145;187.608
1669;15.09.2020;09:30:56.000;18.038;187.519
1670;15.09.2020;09:30:57.000;18.215;187.438
1671;15.09.2020;09:30:58.000;18.224;187.480
1672;15.09.2020;09:30:59.000;18.192;187.476
1673;15.09.2020;09:31:00.000;18.162;187.475
1674;15.09.2020;09:31:01.000;18.156;187.465
1675;15.09.2020;09:31:02.000;18.127;187.444
1676;15.09.2020;09:31:03.000;18.247;187.468
1677;15.09.2020;09:31:04.000;18.212;187.471
1678;15.09.2020;09:31:05.000;18.260;187.465
1679;15.09.2020;09:31:06.000;18.253;187.446
1680;15.09.2020;09:31:07.000;18.239;187.405
1681;15.09.2020;09:31:08.000;18.245;187.478
1682;15.09.2020;09:31:09.000;18.250;187.493
1683;15.09.2020;09:31:10.000;18.142;187.493
1684;15.09.2020;09:31:11.000;18.104;187.478
1685;15.09.2020;09:31:12.000;18.125;187.387
1686;15.09.2020;09:31:13.000;18.256;187.441
1687;15.09.2020;09:31:14.000;18.344;187.463
1688;15.09.2020;09:31:15.000;18.146;187.454
1689;15.09.2020;09:31:16.000;18.277;187.384
1690;15.09.2020;09:31:17.000;18.383;187.336
1691;15.09.2020;09:31:18.000;18.196;187.399
1692;15.09.2020;09:31:19.000;18.168;187.492
1693;15.09.2020;09:31:20.000;18.280;187.482
1694;15.09.2020;09:31:21.000;18.296;187.462
1695;15.09.2020;09:31:22.000;18.177;187.479
1696;15.09.2020;09:31:23.000;18.285;187.443
1697;15.09.2020;09:31:24.000;18.433;187.432
1698;15.09.2020;09:31:25.000;18.325;187.405
1699;15.09.2020;09:31:26.000;18.252;187.347
1700;15.09.2020;09:31:27.000;18.224;187.312
1701;15.09.2020;09:31:28.000;18.243;187.351
1702;15.09.2020;09:31:29.000;18.318;187.407
1703;15.09.2020;09:31:30.000;18.324;187.352
1704;15.09.2020;09:31:31.000;18.353;187.278
1705;15.09.2020;09:31:32.000;18.366;187.211
1706;15.09.2020;09:31:33.000;18.230;187.263
1707;15.09.2020;09:31:34.000;18.256;187.256
1708;15.09.2020;09:31:35.000;18.302;187.233
1709;15.09.2020;09:31:36.000;18.314;187.219
1710;15.09.2020;09:31:37.000;18.277;187.182
1711;15.09.2020;09:31:38.000;18.387;187.186
1712;15.09.2020;09:31:39.000;18.345;187.265
1713;15.09.2020;09:31:40.000;18.407;187.239
1714;15.09.2020;09:31:41.000;18.367;187.191
1715;15.09.2020;09:31:42.000;18.431;187.207
1716;15.09.2020;09:31:43.000;18.283;187.285
1717;15.09.2020;09:31:44.000;18.399;187.303
1718;15.09.2020;09:31:45.000;18.477;187.308
1719;15.09.2020;09:31:46.000;18.371;187.317
1720;15.09.2020;09:31:47.000;18.304;187.309
1721;15.09.2020;09:31:48.000;18.355;187.363
1722;15.09.2020;09:31:49.000;18.233;187.391
1723;15.09.2020;09:31:50.000;18.380;187.407
1724;15.09.2020;09:31:51.000;18.390;187.350
1725;15.09.2020;09:31:52.000;18.276;187.314
1726;15.09.2020;09:31:53.000;18.332;187.424
1727;15.09.2020;09:31:54.000;18.200;187.495
1728;15.09.2020;09:31:55.000;18.299;187.488
1729;15.09.2020;09:31:56.000;18.336;187.371
1730;15.09.2020;09:31:57.000;18.296;187.396
1731;15.09.2020;09:31:58.000;18.248;187.445
1732;15.09.2020;09:31:59.000;18.188;187.520
1733;15.09.2020;09:32:00.000;18.213;187.515
1734;15.09.2020;09:32:01.000;18.281;187.492
1735;15.09.2020;09:32:02.000;18.286;187.533
1736;15.09.2020;09:32:03.000;18.268;187.579
1737;15.09.2020;09:32:04.000;18.201;187.573
1738;15.09.2020;09:32:05.000;18.297;187.612
1739;15.09.2020;09:32:06.000;18.344;187.570
1740;15.09.2020;09:32:07.000;18.371;187.573
1741;15.09.2020;09:32:08.000;18.304;187.621
1742;15.09.2020;09:32:09.000;18.279;187.693
1743;15.09.2020;09:32:10.000;18.272;187.662
1744;15.09.2020;09:32:11.000;17.967;186.471
1745;15.09.2020;09:32:12.000;18.971;184.188
1746;15.09.2020;09:32:13.000;18.315;184.388
1747;15.09.2020;09:32:14.000;18.260;184.502
1748;15.09.2020;09:32:15.000;18.324;184.559
1749;15.09.2020;09:32:16.000;18.320;184.556
1750;15.09.2020;09:32:17.000;18.301;184.571
1751;15.09.2020;09:32:18.000;18.281;184.608
1752;15.09.2020;09:32:19.000;18.296;184.658
1753;15.09.2020;09:32:20.000;18.253;184.628
1754;15.09.2020;09:32:21.000;18.299;184.537
1755;15.09.2020;09:32:22.000;18.295;184.476
1756;15.09.2020;09:32:23.000;18.306;184.469
1757;15.09.2020;09:32:24.000;18.272;184.496
1758;15.09.2020;09:32:25.000;18.442;184.498
1759;15.09.2020;09:32:26.000;18.405;184.433
1760;15.09.2020;09:32:27.000;18.355;184.362
1761;15.09.2020;09:32:28.000;18.213;184.408
1762;15.09.2020;09:32:29.000;18.303;184.607
1763;15.09.2020;09:32:30.000;18.327;184.627
1764;15.09.2020;09:32:31.000;18.297;184.581
1765;15.09.2020;09:32:32.000;18.437;184.527
1766;15.09.2020;09:32:33.000;18.390;184.740
1767;15.09.2020;09:32:34.000;18.310;184.811
1768;15.09.2020;09:32:35.000;18.364;184.748
1769;15.09.2020;09:32:36.000;18.358;184.711
1770;15.09.2020;09:32:37.000;18.315;184.985
1771;15.09.2020;09:32:38.000;18.270;185.163
1772;15.09.2020;09:32:39.000;18.231;185.173
1773;15.09.2020;09:32:40.000;18.263;185.126
1774;15.09.2020;09:32:41.000;18.168;185.064
1775;15.09.2020;09:32:42.000;18.262;185.077
1776;15.09.2020;09:32:43.000;18.304;185.103
1777;15.09.2020;09:32:44.000;18.352;185.074
1778;15.09.2020;09:32:45.000;18.141;185.060
1779;15.09.2020;09:32:46.000;18.348;185.021
1780;15.09.2020;09:32:47.000;18.322;185.030
1781;15.09.2020;09:32:48.000;18.282;185.082
1782;15.09.2020;09:32:49.000;18.195;185.059
1783;15.09.2020;09:32:50.000;18.229;185.011
1784;15.09.2020;09:32:51.000;18.263;184.982
1785;15.09.2020;09:32:52.000;18.271;184.947
1786;15.09.2020;09:32:53.000;18.337;184.958
1787;15.09.2020;09:32:54.000;18.301;184.938
1788;15.09.2020;09:32:55.000;18.246;184.910
1789;15.09.2020;09:32:56.000;18.227;184.892
1790;15.09.2020;09:32:57.000;18.245;184.909
1791;15.09.2020;09:32:58.000;18.359;184.935
1792;15.09.2020;09:32:59.000;18.429;184.941
1793;15.09.2020;09:33:00.000;18.266;184.966
1794;15.09.2020;09:33:01.000;18.218;184.940
1795;15.09.2020;09:33:02.000;18.284;184.832
1796;15.09.2020;09:33:03.000;18.346;184.717
1797;15.09.2020;09:33:04.000;18.313;184.753
1798;15.09.2020;09:33:05.000;18.215;184.685
1799;15.09.2020;09:33:06.000;18.285;184.570
1800;15.09.2020;09:33:07.000;18.236;184.537
1801;15.09.2020;09:33:08.000;18.311;184.500
1802;15.09.2020;09:33:09.000;18.303;184.536
1803;15.09.2020;09:33:10.000;18.358;184.558
1804;15.09.2020;09:33:11.000;18.407;184.562
1805;15.09.2020;09:33:12.000;18.350;184.574
1806;15.09.2020;09:33:13.000;18.371;184.611
1807;15.09.2020;09:33:14.000;18.349;184.531
1808;15.09.2020;09:33:15.000;18.325;184.497
1809;15.09.2020;09:33:16.000;18.260;184.441
1810;15.09.2020;09:33:17.000;18.422;184.424
1811;15.09.2020;09:33:18.000;18.325;184.262
1812;15.09.2020;09:33:19.000;18.482;184.027
1813;15.09.2020;09:33:20.000;18.332;183.965
1814;15.09.2020;09:33:21.000;18.392;183.965
1815;15.09.2020;09:33:22.000;18.355;183.905
1816;15.09.2020;09:33:23.000;18.346;183.913
1817;15.09.2020;09:33:24.000;18.378;183.913
1818;15.09.2020;09:33:25.000;18.456;183.925
1819;15.09.2020;09:33:26.000;18.353;183.885
1820;15.09.2020;09:33:27.000;18.462;183.871
1821;15.09.2020;09:33:28.000;18.452;183.903
1822;15.09.2020;09:33:29.000;18.408;183.971
1823;15.09.2020;09:33:30.000;18.420;183.975
1824;15.09.2020;09:33:31.000;18.314;183.889
1825;15.09.2020;09:33:32.000;18.378;183.826
1826;15.09.2020;09:33:33.000;18.381;183.920
1827;15.09.2020;09:33:34.000;18.379;183.969
1828;15.09.2020;09:33:35.000;18.405;183.935
1829;15.09.2020;09:33:36.000;18.363;183.912
1830;15.09.2020;09:33:37.000;18.347;183.865
1831;15.09.2020;09:33:38.000;18.448;183.904
1832;15.09.2020;09:33:39.000;18.336;183.935
1833;15.09.2020;09:33:40.000;18.459;183.889
1834;15.09.2020;09:33:41.000;18.291;183.768
1835;15.09.2020;09:33:42.000;18.369;183.755
1836;15.09.2020;09:33:43.000;18.369;183.798
1837;15.09.2020;09:33:44.000;18.353;183.831
1838;15.09.2020;09:33:45.000;18.362;183.773
1839;15.09.2020;09:33:46.000;18.407;183.676
1840;15.09.2020;09:33:47.000;18.360;183.677
1841;15.09.2020;09:33:48.000;18.384;183.710
1842;15.09.2020;09:33:49.000;18.639;183.989
1843;15.09.2020;09:33:50.000;18.467;187.130
1844;15.09.2020;09:33:51.000;18.388;187.090
1845;15.09.2020;09:33:52.000;18.367;187.046
1846;15.09.2020;09:33:53.000;18.370;187.144
1847;15.09.2020;09:33:54.000;18.416;187.149
1848;15.09.2020;09:33:55.000;18.441;187.121
1849;15.09.2020;09:33:56.000;18.348;187.104
